lat,lng,iso2,city_ascii,admin_name
-36.7167,-73.1219,CL,Talcahuano,Biobío
40.6337,-3.1674,ES,Guadalajara,Castille-La Mancha
5.6667,-0.0167,GH,Tema,Greater Accra
53.1667,48.4667,RU,Syzran,Samarskaya Oblast’
44.8500,20.4000,RS,Zemun,Beograd
-9.3000,14.9167,AO,Ndalatando,Cuanza-Norte
51.1719,7.0847,DE,Solingen,North Rhine-Westphalia
28.7672,-81.8962,US,Leesburg,Florida
-1.8667,-79.9833,EC,Daule,Guayas
23.2881,116.2594,CN,Zhanlicun,Guangdong
22.9100,92.7600,IN,Pangzawl,Mizoram
0.1333,117.5000,ID,Bontang,Kalimantan Timur
23.2722,113.2183,CN,Jinggang,Guangdong
23.4384,72.8572,IN,Prantij,Gujarāt
25.3722,51.2047,QA,Ash Shihaniyah,Ash Shīḩānīyah
20.4478,-97.3200,MX,Papantla de Olarte,Veracruz
56.4000,61.9333,RU,Kamensk-Ural'skiy,Sverdlovskaya Oblast’
23.0964,-82.3267,CU,San Miguel del Padron,La Habana
11.2720,107.4367,VN,Tan Phu,Đồng Nai
14.3200,120.7700,PH,Naic,Cavite
24.0519,105.0750,CN,Liancheng,Yunnan
30.9600,61.8600,AF,Zaranj,Nīmrōz
7.0083,125.0894,PH,Kidapawan,Cotabato
-22.9189,-46.5425,BR,Braganca Paulista,São Paulo
-22.9239,-45.4617,BR,Pindamonhangaba,São Paulo
43.5100,16.4400,HR,Split,Splitsko-Dalmatinska Županija
47.4222,40.0939,RU,Novocherkassk,Rostovskaya Oblast’
30.3810,67.7270,PK,Ziarat,Balochistan
31.7194,131.0617,JP,Miyakonojo,Miyazaki
40.3991,-86.8593,US,Lafayette,Indiana
37.9250,41.9458,TR,Siirt,Siirt
9.9333,106.3500,VN,Tra Vinh,Trà Vinh
28.6500,70.6800,PK,Khanpur,Punjab
9.5928,-5.1944,CI,Ferkessedougou,Savanes
28.4853,-16.3167,ES,La Laguna,Canary Islands
51.5500,0.7100,GB,Southend,Southend-on-Sea
29.3242,-100.9317,MX,Ciudad Acuna,Coahuila
-34.8333,-58.5167,AR,Jose Maria Ezeiza,Buenos Aires
33.3331,69.9169,AF,Khost,Khōst
12.2500,-2.3667,BF,Koudougou,Centre-Ouest
19.1167,-72.7000,HT,Saint-Marc,Artibonite
-33.3333,-60.2167,AR,San Nicolas de los Arroyos,Buenos Aires
-12.0181,-76.8139,PE,Huaycan,Lima
-2.1347,-79.5872,EC,Milagro,Guayas
47.3167,5.0167,FR,Dijon,Bourgogne-Franche-Comté
30.8220,75.1740,IN,Moga,Punjab
7.7389,4.4361,NG,Ede,Osun
51.6667,75.3667,KZ,Ekibastuz,Pavlodar
52.2225,6.8925,NL,Enschede,Overijssel
51.5886,-2.9978,GB,Newport,Newport
49.0167,12.0833,DE,Regensburg,Bavaria
-18.5871,-46.5149,BR,Patos de Minas,Minas Gerais
-7.2622,38.7367,TZ,Kisarawe,Coast
28.0500,79.1200,IN,Budaun,Uttar Pradesh
37.6328,-122.0766,US,Hayward,California
32.0700,34.8235,IL,Ramat Gan,Tel Aviv
22.6700,88.3500,IN,Uttarpara,West Bengal
-28.4667,-65.7833,AR,Catamarca,Catamarca
36.5167,-4.8833,ES,Marbella,Andalusia
24.0300,84.0700,IN,Daltonganj,Jhārkhand
37.0289,35.8125,TR,Ceyhan,Adana
-14.8167,14.5500,AO,Quipungo,Huíla
33.8616,-117.5649,US,Corona,California
-26.1883,28.3206,ZA,Benoni,Gauteng
34.6667,3.2500,DZ,Djelfa,Djelfa
17.7667,-92.6000,MX,Macuspana,Tabasco
38.1464,114.5708,CN,Zhengding,Hebei
55.1667,59.6667,RU,Zlatoust,Chelyabinskaya Oblast’
40.5480,81.2810,CN,Aral,Xinjiang
10.9500,123.3000,PH,Cadiz,Negros Occidental
34.5779,136.5276,JP,Matsuzaka,Mie
-27.3664,-70.3331,CL,Copiapo,Atacama
55.7125,21.1350,LT,Klaipeda,Klaipėdos Miestas
35.3594,136.6129,JP,Ogaki,Gifu
18.7200,75.3200,IN,Jamkhed,Mahārāshtra
50.3025,18.7781,PL,Zabrze,Śląskie
21.7120,72.9930,IN,Bharuch,Gujarāt
22.7176,113.2918,CN,Nanqiaotou,Guangdong
17.1489,121.8894,PH,Ilagan,Isabela
-19.4614,29.8022,ZW,Gweru,Midlands
-1.7178,-48.8828,BR,Abaetetuba,Pará
46.7517,82.9869,CN,Tacheng,Xinjiang
46.2500,20.1667,HU,Szeged,Csongrád-Csanád
51.5500,7.2167,DE,Herne,North Rhine-Westphalia
31.1500,72.6833,PK,Gojra,Punjab
30.4628,31.1797,EG,Banha,Al Qalyūbīyah
26.9683,64.1014,PK,Panjgur,Balochistan
21.0900,95.6400,MM,Mahlaing,Mandalay
40.9147,-74.1624,US,Paterson,New Jersey
-14.7889,-39.0489,BR,Ilheus,Bahia
-22.4667,-68.9333,CL,Calama,Antofagasta
47.4736,-0.5542,FR,Angers,Pays de la Loire
-34.5333,-58.7167,AR,San Miguel,Buenos Aires
51.6833,5.3167,NL,'s-Hertogenbosch,Noord-Brabant
52.1550,5.3875,NL,Amersfoort,Utrecht
-33.9667,22.4500,ZA,George,Western Cape
32.5797,73.4814,PK,Mandi Bahauddin,Punjab
-23.5917,-48.0531,BR,Itapetininga,São Paulo
22.8800,92.7300,IN,Lunglei,Mizoram
32.2199,35.2636,XW,Nablus,
22.9839,113.0139,CN,Nan Zhuang,Guangdong
52.4333,4.8167,NL,Zaanstad,Noord-Holland
27.9183,-110.8933,MX,Guaymas,Sonora
51.6522,-0.0808,GB,Enfield,Enfield
41.4450,-8.2908,PT,Guimaraes,Braga
38.8185,-77.0861,US,Alexandria,Virginia
-8.7386,24.9906,CD,Kamina,Haut-Lomami
-0.2485,35.7319,KE,Molo,Nakuru
55.4400,37.7619,RU,Domodedovo,Moskovskaya Oblast’
32.8065,-83.6974,US,Macon,Georgia
25.8800,86.6000,IN,Saharsa,Bihār
23.0768,113.8696,CN,Chaoshan,Guangdong
7.3581,2.6075,BJ,Ketou,Plateau
-22.5269,-41.9450,BR,Rio das Ostras,Rio de Janeiro
6.1035,-3.8648,CI,Adzope,Lagunes
17.9500,-76.8799,JM,Portmore,Saint Catherine
41.9844,2.8211,ES,Girona,Catalonia
45.1715,5.7224,FR,Grenoble,Auvergne-Rhône-Alpes
30.1997,31.2053,EG,Qalyub,Al Qalyūbīyah
10.5300,123.9300,PH,Danao,Cebu
39.6977,-105.1172,US,Lakewood,Colorado
39.7709,-89.6540,US,Springfield,Illinois
28.0408,82.4861,NP,Ghorahi,Lumbinī
9.2833,105.7167,VN,Bac Lieu,Bạc Liêu
15.3372,120.5900,PH,Capas,Tarlac
26.7480,114.2890,CN,Xiaping,Jiangxi
33.9786,44.9369,IQ,Al Miqdadiyah,Diyālá
23.5300,77.8200,IN,Vidisha,Madhya Pradesh
32.2668,75.6000,IN,Pathankot,Punjab
44.4161,12.2017,IT,Ravenna,Emilia-Romagna
51.7181,8.7542,DE,Paderborn,North Rhine-Westphalia
32.5589,36.0147,JO,Ar Ramtha,Irbid
64.5667,39.8667,RU,Severodvinsk,Arkhangel’skaya Oblast’
29.2694,51.2200,IR,Borazjan,Būshehr
9.0833,3.8500,NG,Kisi,Oyo
19.7500,-72.2000,HT,Cap-Haitien,Nord
0.9667,-79.6528,EC,Esmeraldas,Esmeraldas
36.2864,7.9511,DZ,Souk Ahras,Souk Ahras
14.8000,74.1300,IN,Karwar,Karnātaka
34.8892,135.4167,JP,Daiwanishi,Hyōgo
51.2000,6.7000,DE,Neuss,North Rhine-Westphalia
43.2500,46.5833,RU,Khasavyurt,Dagestan
36.1647,1.3317,DZ,Chlef,Chlef
14.8700,120.9500,PH,Pandi,Bulacan
-8.0219,-34.9808,BR,Camarajibe,Pernambuco
36.1500,5.6833,DZ,El Eulma,Sétif
47.8000,13.0450,AT,Salzburg,Salzburg
29.9667,76.8167,IN,Thanesar,Haryāna
23.0427,112.9145,CN,Danzao,Guangdong
26.5700,74.8700,IN,Kishangarh,Rājasthān
37.3448,126.9683,KR,Uiwang,Gyeonggi
-13.1333,28.4000,ZM,Luanshya,Copperbelt
37.5167,127.2000,KR,Hanam,Gyeonggi
39.1235,-94.7443,US,Kansas City,Kansas
12.9333,8.5333,NG,Zango,Katsina
45.2692,27.9575,RO,Braila,Brăila
44.3711,-79.6769,CA,Barrie,Ontario
0.1500,29.2833,CD,Butembo,Nord-Kivu
16.0333,-16.5000,SN,Saint-Louis,Saint-Louis
36.0760,-79.4685,US,Burlington,North Carolina
28.9800,79.4000,IN,Rudarpur,Uttarākhand
-1.4855,36.9047,KE,Kitenkela,Kajiado
25.4833,80.3333,IN,Tindwara,Uttar Pradesh
32.5961,-83.6527,US,Warner Robins,Georgia
17.0575,79.2684,IN,Nalgonda,Andhra Pradesh
38.9294,116.9169,CN,Jinghai,Tianjin
36.3967,140.5347,JP,Hitachi-Naka,Ibaraki
-8.4228,20.7392,AO,Lucapa,Lunda-Norte
35.9500,139.8667,JP,Noda,Chiba
-23.4439,-46.9178,BR,Santana de Parnaiba,São Paulo
27.4800,95.0000,IN,Dibrugarh,Assam
-8.1167,115.0833,ID,Singaraja,Bali
-5.9342,12.3494,CD,Moanda,Kongo Central
33.2497,126.56,KR,Seogwipo,Jeju
10.1739,-67.5419,VE,Palo Negro,Aragua
20.9159,70.3629,IN,Veraval,Gujarāt
41.3133,19.4458,AL,Durres,Durrës
42.4333,129.7500,KP,Hoeryong,Hambuk
49.0500,-122.3167,CA,Abbotsford,British Columbia
36.3813,139.7303,JP,Tochigi,Tochigi
37.3836,-122.0255,US,Sunnyvale,California
21.9050,77.9020,IN,Betul Bazar,Madhya Pradesh
36.8833,10.2500,TN,Sukrah,L’Ariana
36.5592,128.7289,KR,Andong,Gyeongbuk
25.2200,88.7600,IN,Balurghat,West Bengal
50.3483,18.9156,PL,Bytom,Śląskie
12.3528,121.0676,PH,San Jose,Occidental Mindoro
26.7500,94.2200,IN,Jorhat,Assam
10.4111,123.9822,PH,Poblacion,Cebu
19.5689,-99.7669,MX,Ixtlahuaca,México
34.9893,137.0021,JP,Kariya,Aichi
23.4000,88.5000,IN,Krishnanagar,West Bengal
11.7011,9.3419,NG,Dutse,Jigawa
-32.9306,151.7542,AU,Newcastle,New South Wales
36.4019,138.2491,JP,Ueda,Nagano
26.0293,-80.1679,US,Hollywood,Florida
43.5500,10.3167,IT,Livorno,Tuscany
-16.1579,33.5898,MZ,Tete,Tete
21.3100,105.5967,VN,Vinh Yen,Vĩnh Phúc
22.7600,88.3700,IN,Barakpur,West Bengal
21.6417,69.6293,IN,Porbandar,Gujarāt
40.0347,128.1856,KP,Sinpo,Hamnam
7.0708,-73.1731,CO,Giron,Santander
-22.2281,-45.9336,BR,Pouso Alegre,Minas Gerais
13.3014,-87.1842,HN,Ciudad Choluteca,Choluteca
38.7703,-121.3196,US,Roseville,California
11.2831,106.1297,VN,Hoa Thanh,Tây Ninh
-12.1356,-38.4192,BR,Alagoinhas,Bahia
16.2578,97.7164,MM,Mudon,Mon State
14.4833,-90.6167,GT,Amatitlan,Guatemala
2.7817,32.2992,UG,Gulu,Gulu
34.9333,127.6833,KR,Gwangyang,Jeonnam
15.8833,108.3333,VN,Hoi An,Quảng Nam
-5.4622,122.6058,ID,Baubau,Sulawesi Tenggara
34.0667,133.0000,JP,Imabari,Ehime
41.6697,-70.9428,US,New Bedford,Massachusetts
34.8333,135.4167,JP,Kawashiri,Ōsaka
36.7375,3.1931,DZ,Bordj el Kiffan,Alger
10.3667,106.6667,VN,Go Cong,Tiền Giang
36.6056,34.3111,TR,Erdemli,Mersin
37.2436,55.1658,IR,Gonbad-e Kavus,Golestān
14.2504,32.9800,SD,Al Manaqil,Gezira
23.2500,88.4300,IN,Shantipur,West Bengal
13.8300,77.4900,IN,Hindupur,Andhra Pradesh
-25.5928,-49.4100,BR,Araucaria,Paraná
23.0494,-81.5736,CU,Matanzas,Matanzas
20.0833,-98.3667,MX,Tulancingo,Hidalgo
52.0594,1.1556,GB,Ipswich,Suffolk
26.1000,74.3200,IN,Beawar,Rājasthān
10.9170,107.1670,VN,Long Khanh,Đồng Nai
28.7354,77.1638,IN,Bhalswa Jahangirpur,Delhi
-12.5356,28.2419,ZM,Mufulira,Copperbelt
-37.6858,176.1667,NZ,Tauranga,Bay of Plenty
42.4614,-83.6526,US,South Lyon,Michigan
47.5951,-122.1535,US,Bellevue,Washington
11.3409,77.7171,IN,Erode,Tamil Nādu
42.4650,-2.4456,ES,Logrono,La Rioja
36.2601,111.6743,CN,Dahuaishu,Shanxi
10.2450,123.7964,PH,Minglanilla,Cebu
20.3397,-77.1086,CU,Manzanillo,Granma
37.5128,34.0483,TR,Eregli,Konya
14.9333,-91.1167,GT,Chichicastenango,Quiché
14.8100,108.9600,VN,Duc Pho,Quảng Ngãi
15.8037,120.9991,PH,San Jose,Nueva Ecija
25.3775,112.2034,CN,Tafeng,Hunan
38.2583,-122.0335,US,Fairfield,California
40.8000,29.4167,TR,Cayirova,Kocaeli
26.9844,94.6375,IN,Sibsagar,Assam
39.7464,39.4914,TR,Mahmutlu,Erzincan
39.7464,39.4914,TR,Buyuk Cakirman,Erzincan
39.7464,39.4914,TR,Bugdayli,Erzincan
39.7464,39.4914,TR,Erzincan,Erzincan
39.1456,34.1608,TR,Kirsehir,Kırşehir
32.0422,74.2600,PK,Eminabad,Punjab
44.0142,20.9394,RS,Kragujevac,Kragujevac
38.8803,-6.9753,ES,Badajoz,Extremadura
42.1014,-75.9093,US,Binghamton,New York
49.5980,117.3790,CN,Manzhouli,Inner Mongolia
28.1931,-105.4717,MX,Delicias,Chihuahua
7.0833,-73.0000,CO,Piedecuesta,Santander
-24.7139,-53.7428,BR,Toledo,Paraná
35.7546,139.4685,JP,Higashimurayama,Tōkyō
43.8383,4.3597,FR,Nimes,Occitanie
6.5333,2.8500,NG,Ipokia,Ogun
31.3333,73.4167,PK,Jaranwala,Punjab
28.6833,77.0667,IN,Nangloi Jat,Delhi
39.0346,-95.6955,US,Topeka,Kansas
-16.4708,-54.6358,BR,Rondonopolis,Mato Grosso
41.1404,-74.1072,US,Ramapo,New York
36.0621,139.6668,JP,Kukichuo,Saitama
23.6636,116.6028,CN,Fengyicun,Guangdong
-11.4500,34.0333,MW,Mzuzu,Mzimba
20.3900,-101.2600,MX,Valle de Santiago,Guanajuato
11.5169,106.8392,VN,Dong Xoai,Bình Phước
-39.8139,-73.2458,CL,Valdivia,Los Ríos
39.7953,32.8028,TR,Golbasi,Ankara
24.8118,88.9470,BD,Naogaon,Rājshāhi
12.1080,-68.9350,CW,Willemstad,
18.7170,-68.4500,DO,Bavaro,Yuma
21.2900,86.6900,IN,Soro,Odisha
34.4470,35.8178,LB,El Minie,Liban-Nord
33.8936,35.5403,LB,Borj Hammoud,Mont-Liban
7.0667,6.2667,NG,Auchi,Edo
-9.3000,28.7167,ZM,Kashikishi,Luapula
15.3157,-87.9932,HN,Villanueva,Cortés
20.4311,-101.7222,MX,Penjamo,Guanajuato
33.1348,-117.0723,US,Escondido,California
-7.1139,-34.9778,BR,Santa Rita,Paraíba
14.4300,120.4800,PH,Mariveles,Bataan
-7.9750,131.3075,ID,Saumlaki,Maluku
41.5188,-88.1499,US,Joliet,Illinois
19.2500,-103.7333,MX,Villa de Alvarez,Colima
46.8000,-71.1833,CA,Levis,Quebec
22.7736,-102.5736,MX,Zacatecas,Zacatecas
45.3619,36.4711,UA,Kerch,Krym
33.6815,-112.4515,US,Surprise,Arizona
41.7480,-88.1659,US,Naperville,Illinois
22.9333,97.7500,MM,Lashio,Shan State
29.6575,-95.1498,US,Pasadena,Texas
7.2000,2.0667,BJ,Bohicon,Zou
51.5836,-0.3464,GB,Harrow,Harrow
44.0594,12.5683,IT,Rimini,Emilia-Romagna
-20.1644,57.5042,MU,Port Louis,Port Louis
35.9333,64.7500,AF,Maimanah,Fāryāb
-23.6039,-46.9189,BR,Cotia,São Paulo
35.7177,139.5661,JP,Musashino,Tōkyō
-33.6253,-71.2711,CL,Melipilla,Región Metropolitana
10.9000,123.4200,PH,Sagay,Negros Occidental
32.3325,35.7517,JO,`Ajlun,‘Ajlūn
29.8786,52.8067,IR,Marvdasht,Fārs
46.8489,35.3675,UA,Melitopol,Zaporizka Oblast
32.7602,-96.5865,US,Mesquite,Texas
39.7186,43.0508,TR,Agri,Ağrı
49.2839,-122.7919,CA,Coquitlam,British Columbia
38.9786,117.3886,CN,Xianshuigu,Tianjin
16.7881,80.8465,IN,Nuzvid,Andhra Pradesh
34.1558,73.2194,PK,Abbottabad,Khyber Pakhtunkhwa
16.6800,121.5500,PH,Santiago,Santiago
40.1142,-88.2737,US,Champaign,Illinois
35.8530,139.4122,JP,Sayama,Saitama
19.8500,-73.2000,HT,Jean-Rabel,Nord-Ouest
34.2167,-4.0167,MA,Taza,Fès-Meknès
34.0585,-117.7626,US,Pomona,California
37.0100,37.7972,TR,Nizip,Gaziantep
56.4606,-2.9700,GB,Dundee,Dundee City
28.9300,79.7000,IN,Sitarganj,Uttarākhand
20.9221,104.7521,VN,Moc Chau,Sơn La
25.0911,101.5075,CN,Dongguazhen,Yunnan
21.4411,40.4975,SA,Al Hawiyah,Makkah al Mukarramah
39.2167,9.1167,IT,Cagliari,Sardegna
38.8000,-9.1833,PT,Odivelas,Lisboa
10.4000,123.9500,PH,Consolacion,Cebu
4.9151,29.4769,SS,Maridi,Western Equatoria
-33.0500,-71.4500,CL,Quilpue,Valparaíso
-34.7167,-58.6167,AR,Rafael Castillo,Buenos Aires
43.3378,52.8553,KZ,Zhangaozen,Mangghystaū
43.5263,5.4454,FR,Aix-en-Provence,Provence-Alpes-Côte d’Azur
-9.3533,28.7403,ZM,Nchelenge,Luapula
47.2351,16.6219,HU,Szombathely,Vas
42.2717,42.7056,GE,Kutaisi,Imereti
35.2910,136.9121,JP,Komaki,Aichi
-1.1714,36.8356,KE,Kiambu,Kiambu
13.3622,103.8597,KH,Siem Reap,Siem Reap
62.2417,25.7417,FI,Jyvaskyla,Keski-Suomi
29.5800,-90.7059,US,Houma,Louisiana
45.7831,3.0824,FR,Clermont-Ferrand,Auvergne-Rhône-Alpes
25.6925,85.2084,IN,Hajipur,Bihār
2.9833,99.6125,ID,Kisaran,Sumatera Utara
25.7850,-100.0511,MX,Pesqueria,Nuevo León
6.9483,126.2272,PH,Mati,Davao Oriental
9.5369,31.6560,SS,Malakal,Upper Nile
37.3167,27.7833,TR,Milas,Muğla
23.0247,-82.4631,CU,La Lisa,La Habana
31.1000,30.9500,EG,Kafr ash Shaykh,Kafr ash Shaykh
12.2000,-86.1000,NI,Tipitapa,Managua
33.9508,-83.3689,US,Athens,Georgia
37.0758,-113.5752,US,St. George,Utah
55.0000,60.1000,RU,Miass,Chelyabinskaya Oblast’
35.6369,139.4463,JP,Tama,Tōkyō
22.8847,113.4550,CN,Dongsheng,Guangdong
22.8300,88.6300,IN,Habra,West Bengal
35.4333,133.3333,JP,Yonago,Tottori
-13.8578,-40.0839,BR,Jequie,Bahia
48.7392,37.5839,UA,Kramatorsk,Donetska Oblast
-5.9128,29.1906,CD,Kalemie,Tanganyika
19.2433,-103.7247,MX,Colima,Colima
14.0833,98.2000,MM,Dawei,Tanintharyi
-6.0500,15.1167,AO,Maquela do Zombo,Uíge
2.1442,27.9929,CD,Wamba,Haut-Uélé
26.9200,81.2000,IN,Bara Banki,Uttar Pradesh
-16.9200,145.7800,AU,Cairns,Queensland
31.2142,121.3681,CN,Xinjing,Shanghai
11.9020,109.2207,VN,Cam Ranh,Khánh Hòa
18.9900,75.7600,IN,Bir,Mahārāshtra
-34.8167,-58.2833,AR,Florencio Varela,Buenos Aires
53.3667,55.9333,RU,Salavat,Bashkortostan
30.0849,-94.1451,US,Beaumont,Texas
41.6916,-85.9627,US,Elkhart,Indiana
15.7778,38.4581,ER,Keren,‘Anseba
52.5190,-1.9950,GB,West Bromwich,Sandwell
40.7539,29.8231,TR,Derince,Kocaeli
14.5500,44.4017,YE,Dhamar,Dhamār
-6.7500,23.9667,CD,Gandajika,Lomami
-33.2017,-70.6703,CL,Colina,Región Metropolitana
26.7325,67.7792,PK,Dadu,Sindh
13.9833,108.0000,VN,Pleiku,Gia Lai
58.9700,5.7314,NO,Stavanger,Rogaland
20.0017,95.5461,MM,Taungdwingyi,Magway
28.0444,76.1056,IN,Narnaul,Haryāna
14.2300,76.4000,IN,Chitaldrug,Karnātaka
13.4140,121.1800,PH,Calapan,Oriental Mindoro
13.4140,121.1800,PH,Calapan,Bulacan
-23.3286,-46.7244,BR,Franco da Rocha,São Paulo
35.9333,0.0833,DZ,Mostaganem,Mostaganem
-2.5319,-44.1078,BR,Paco do Lumiar,Maranhão
27.6300,78.6700,IN,Etah,Uttar Pradesh
18.2900,-70.3300,DO,Bani,Valdesia
51.8653,-2.2458,GB,Gloucester,Gloucestershire
37.1060,58.5095,IR,Quchan,Khorāsān-e Raẕavī
-15.4669,36.9778,MZ,Vila Junqueiro,Zambézia
41.4584,15.5519,IT,Foggia,Puglia
35.8358,139.3911,JP,Iruma,Saitama
30.1334,74.2001,IN,Abohar,Punjab
17.2942,96.5800,MM,Thanatpin,Bago
22.4890,90.0627,BD,Bhandaria,Barishal
48.0077,0.1984,FR,Le Mans,Pays de la Loire
30.2010,-93.2111,US,Lake Charles,Louisiana
4.8167,-74.3667,CO,Facatativa,Cundinamarca
46.1750,21.3125,RO,Arad,Arad
34.8674,138.2577,JP,Fujita,Shizuoka
41.5500,60.6333,UZ,Urganch,Xorazm
55.1000,61.6167,RU,Kopeysk,Chelyabinskaya Oblast’
27.5333,68.7667,PK,Khairpur Mir's,Sindh
-1.3333,31.8167,TZ,Bukoba,Kagera
29.8015,76.3998,IN,Kaithal,Haryāna
15.1493,120.7692,PH,Arayat,Pampanga
40.9650,-5.6642,ES,Salamanca,Castille-Leon
34.9333,-120.4431,US,Santa Maria,California
10.9500,-63.8500,VE,Porlamar,Nueva Esparta
50.7167,-1.9833,GB,Poole,Bournemouth
14.4528,-87.6379,HN,Comayagua,Comayagua
41.6167,0.6333,ES,Lleida,Catalonia
-6.3667,106.2500,ID,Rangkasbitung,Banten
48.4167,-71.0667,CA,Saguenay,Quebec
15.9761,120.5711,PH,Urdaneta,Pangasinan
22.7833,113.1500,CN,Xintang,Guangdong
29.5333,71.6333,PK,Lodhran,Punjab
32.5995,-114.5491,US,Yuma,Arizona
21.5033,86.9250,IN,Balasore,Odisha
43.5500,-80.2500,CA,Guelph,Ontario
27.8508,104.9687,CN,Zhaxi,Yunnan
34.6683,70.2089,AF,Mehtar Lam,Laghmān
40.0844,65.3792,UZ,Navoiy,Navoiy
18.0973,-15.9327,MR,Dar Naim,Nouakchott Nord
-29.8167,30.8500,ZA,Pinetown,KwaZulu-Natal
35.7972,139.5939,JP,Asaka,Saitama
3.9375,41.2203,KE,Ramu,Mandera
38.8833,-94.8200,US,Olathe,Kansas
32.0243,-102.1147,US,Midland,Texas
35.3988,136.8484,JP,Kakamigahara,Gifu
40.1519,26.4056,TR,Canakkale,Çanakkale
57.0337,9.9166,DK,Aalborg,Nordjylland
40.4152,-104.7706,US,Greeley,Colorado
24.1800,86.3000,IN,Koiridih,Jhārkhand
48.1000,20.7833,HU,Miskolc,Borsod-Abaúj-Zemplén
33.8346,-118.3416,US,Torrance,California
10.2278,-67.3336,VE,La Victoria,Aragua
21.8481,-78.7631,CU,Ciego de Avila,Ciego de Ávila
-3.3167,17.3667,CD,Bandundu,Kwilu
44.0500,43.0667,RU,Pyatigorsk,Stavropol’skiy Kray
31.1325,30.6478,EG,Disuq,Kafr ash Shaykh
16.7700,121.7800,PH,Calabayan,Isabela
33.5492,68.4233,AF,Ghazni,Ghaznī
31.1490,121.1962,CN,Zhaoxiang,Shanghai
37.2500,-6.9500,ES,Huelva,Andalusia
33.1000,6.0667,DZ,Touggourt,Touggourt
25.5822,91.8944,IN,Shillong,Meghālaya
41.5722,35.9147,TR,Bafra,Samsun
15.9200,120.4200,PH,Malasiqui,Pangasinan
5.1833,7.7167,NG,Ikot Ekpene,Akwa Ibom
13.5500,33.6000,SD,Sannar,Sennar
-37.4667,-72.3500,CL,Los Angeles,Biobío
28.1800,76.6200,IN,Rewari,Haryāna
34.5833,68.9500,AF,Paghman,Kābul
13.7000,-89.1167,SV,Ilopango,San Salvador
19.7288,110.0085,CN,Jinjiang,Hainan
-4.5500,136.8900,ID,Tinipuka,Papua Tengah
4.7000,-75.9167,CO,Cartago,Valle del Cauca
36.3402,139.4497,JP,Ashikaga,Tochigi
39.9197,-104.9438,US,Thornton,Colorado
42.4333,25.6500,BG,Stara Zagora,Stara Zagora
52.6766,-2.4469,GB,Telford,Telford and Wrekin
39.0500,66.8333,UZ,Shahrisabz,Qashqadaryo
-8.8903,-36.4928,BR,Garanhuns,Pernambuco
23.9800,85.3500,IN,Hazaribagh,Jhārkhand
32.3265,-106.7893,US,Las Cruces,New Mexico
-16.6489,-49.4889,BR,Trindade,Goiás
24.6000,88.2667,BD,Nawabganj,Rājshāhi
35.8176,139.6779,JP,Toda,Saitama
48.7631,11.4250,DE,Ingolstadt,Bavaria
-13.3000,35.2456,MZ,Lichinga,Niassa
16.5430,81.5230,IN,Bhimavaram,Andhra Pradesh
36.0667,140.2000,JP,Tsuchiura,Ibaraki
7.2111,79.8386,LK,Negombo,Western
26.3342,127.8056,JP,Okinawa,Okinawa
-17.3000,15.8500,AO,Namacunde,Cunene
18.4539,-69.6064,DO,Boca Chica,Ozama
47.8666,88.1166,CN,Altay,Xinjiang
29.9928,73.2536,PK,Bahawalnagar,Punjab
35.8301,139.8723,JP,Misato,Chiba
34.7375,135.5642,JP,Moriguchi,Ōsaka
38.9472,-92.3268,US,Columbia,Missouri
53.8300,-2.7350,GB,Preston,Lancashire
55.7833,38.4667,RU,Elektrostal,Moskovskaya Oblast’
-15.7939,-47.8828,BR,Brasilia,Distrito Federal
22.7057,113.1526,CN,Jun'an,Guangdong
53.9600,-1.0800,GB,York,York
24.0720,75.0690,IN,Mandsaur,Madhya Pradesh
23.6300,86.1700,IN,Chas,Jhārkhand
28.5147,53.5731,IR,Jahrom,Fārs
8.0304,-2.8000,CI,Bondoukou,Zanzan
46.5200,6.6333,CH,Lausanne,Vaud
14.8000,120.9300,PH,Bocaue,Bulacan
27.8000,66.6167,PK,Khuzdar,Balochistan
-27.0978,-48.9178,BR,Brusque,Santa Catarina
13.7333,-89.2167,SV,Mejicanos,San Salvador
20.8139,-102.7639,MX,Tepatitlan de Morelos,Jalisco
-12.9667,40.5167,MZ,Pemba,Cabo Delgado
38.2014,37.1883,TR,Elbistan,Kahramanmaraş
30.4167,31.5667,EG,Bilbays,Ash Sharqīyah
33.8841,-117.9279,US,Fullerton,California
44.8606,24.8678,RO,Pitesti,Argeş
10.7739,105.2369,VN,Tan Chau,An Giang
9.4669,12.0328,NG,Numan,Adamawa
35.8658,50.8717,IR,Kamalshahr,Alborz
41.1175,1.2528,ES,Tarragona,Catalonia
-6.5714,107.7614,ID,Subang,Jawa Barat
16.3667,-91.7333,MX,Las Maravillas,Chiapas
39.0877,-108.5673,US,Grand Junction,Colorado
48.3900,-4.4900,FR,Brest,Bretagne
13.3500,123.7300,PH,Tabaco,Albay
36.1975,139.2815,JP,Fukayacho,Saitama
-4.3744,15.4947,CD,Nsele,Kinshasa
40.2111,-8.4289,PT,Coimbra,Coimbra
-10.2736,40.1828,TZ,Mtwara,Mtwara
15.0719,120.5419,PH,Porac,Pampanga
41.1992,36.7275,TR,Carsamba,Samsun
-26.1000,27.7667,ZA,Krugersdorp,Gauteng
11.6683,92.7378,IN,Port Blair,Andaman and Nicobar Islands
